label,text
A411010,산재근로자 창업지원사업 임차보증금 회수 업무 태만산재근로자에 대한 창업지원사업의 임차보증금 채권보전을 소홀히 하여 1억 1천만 원을 망실
A411010,국유림 사용허가 및 복구비 예치업무 부당처리변상판정 청구사항 조사 및 처리 서면감사 결과
A411010,국유재산 사용료 징수업무 부당 처리국유재산 사용료 징수업무 부당 처리
A411010,"구룡천 지방하천 정비사업 실시설계 용역 선금 망실충청남도 '단'본부 직원 3명이 구룡천 지방하천 정비사업 실시설계 용역이 이행되지 않았는데도 채권보전조치를 소홀히 한 결과 선금 197,288천 원을 망실함에 따라 발생한 손해에 대한 판정"
A411010,"왕암도로 선형개량사업 실시설계 용역 선금 망실충청남도 '단'본부 직원 3명이 지방도 643호 왕암도로 선형개량사업 실시설계 용역이행되지 않았는데도 채권보전조치를 소홀히 한 결과 선금 91,268천 원을 망실함에 따라 발생한 손해에 대한 판정"
A411010,임시사택 임대차 계약 업무 부당 처리한국교통안전공단 임시사택 임대차 계약 업무 처리에 대한 변상판정 청구사항 조사 및 처리 결과 공개
A411010,"보조금 환수 사유 발생을 알고도 보증보험 기간 내 보조금 환수 결정을 하지 않아 손실 발생(판정)관내에 설비투자한 지방투자기업에 지방투자촉진보조금을 지급하고 사후관리 업무를 담당하면서 보험기간 내 보조금 환수 결정을 하지 않았고 3차년 보험금을 지급받지 못한 것은 중대한 과실로 창원시에 150,920,000원의 손해를 끼친 책임이 있어 담당자들에게 변상판정을 함"
A411010,"협약이행 보증금을 징수하지 않아 손실 발생행정재산인 공원 및 야영장 시설 등을 관리위탁하는 계약을 체결하면서 계약보증을 위하여 수탁자로부터 보증보험증권 등 협약이행 보증금을 받지 않음에 따라 보증보험회사로부터 보험금 31,250,000원을 받지 못하게 되어 업무 담당자에게 변상판정 함"
A411010,"숙박시설 건립사업의 사업이행보증금 부당 면제회계관계직원으로서 중대한 과실로 사업이행보증금을 부당 면제하여 합천군에 2,950,000,000원의 손해를 끼친 관계자 3인에게 변상판정"
A411010,"학교용지부담금 채권관리 태만대구시 북구는 관내 재건축조합이 학교용지부담금을 납부하지 않자 조합소유의 아파트에 대해 압류등기를 하였으나 조합의 주장이 부당한데도 조합소유아파트에 대한 압류를 해제하였고 그 결과 체납금 67,259,640원을 징수할 수 없게 되어 감사원법 제31조 제1항의 규정에 따라 회계관계직원 3명에 대해 각각 22,419,880원을 위 관서에 변상할 책임이 있다고 판정함"
A411010,"임시공영주차장 부지 전세계약업무 부당 처리회계직원책임법 제4조 제1항과 제4항의 규정에 따라 A, B, C의 책임의 한계는 각각 2:4:4 정도 있는 것으로 보아 A는 12,000,000원, B와 C는 각각 24,000,000원씩을 변상할 책임이 있다고 인정하고 「감사원법」 제31조 제1항의 규정에 따라 주문과 같이 판정요구"
A411010,"임차보증금 채권보전업무 부당처리임차건물의 담보가치가 부족한데도 임차건물의 대지에 전세권을 설정하지 않아 충청남도에 재산상 손해를 입힌 업무 담당자에게 21,432,650원, 담당 팀장 및 과장에게 각 10,716,320원을 변상하도록 판정"
A411010,"임차보증금 회수 업무 처리 태만임차보증금 회수 업무 처리를 태만히한 관련자에게 각각 13,000,000원씩 회수하도록 변상 판정"
A411010,"관사 임대차계약 업무 처리 태만관사 임대차계약 업무 처리를 태만히 한 관련자에 대하여 각각 5,027,380원씩 변상하도록 변상판정"
A411010,지역아동센터 임대차계약 관련 전세권 설정 부당 처리지역아동센터 사무실 임대차계약을 체결하면서 전세권 설정 등 권리보전조치를 하지 않아 전세금 5천만 원 망실(실손해액 11백만 원)
A411010,"토지보상금 지급업무 태만토지보상금 채권이 가압류되었는데도 토지보상금을 그대로 지급하여 충주시에 손해를 입힌 관련자 2명에 대하여 충주시에 각 9,653,320원씩 변상하도록 판정"
A411010,"ㄱ 클러스터사업 보조금 지원 업무 부당처리보조금 집행 및 관리 업무를 부당하게 처리한 관련자 농업기술센터 □과 A, 울릉군 농업기술센터 소장 B, 전 울릉군 농업기술센터 소장 D에게 「감사원법」 제31조 제1항의 규정에 따라 각각 8,000,000원씩을 울릉군에 변상할 책임이 있다고 판정"
A411010,"출장비 등 일반관리비 횡령한국산업은행 ㄱㄹ주재원 A는 '14. 2월부터 '16. 9월까지 출장비 등 일반관리비를 집행하면서 허위의 수령증과 영수증을 이용하여 444회에 걸쳐 총 238,884.6위안(40,247,270원)을 횡령하고 본인 급여통장에 입금하거나 지인과 식사비에 지출하는 등 개인적인 용도로 사용"
A411010,보안관제시스템 구매 선금 채권확보 업무 부당 처리한국가스공사 직원 5명이 업체와 계약을 맺고 지급한 선금을 회수하지 않고 선금보증서의 보증기간이 만료되어 발생한 손해에 대한 판정
A411010,"임금채권변제금 채권 회수업무 태만고용노동부장관에게 '회계관계 직원 등의 책임에 관한 법률' 제4조 제1항 등에 따라 근로복지공단 소속 관련자 2명을 각각 37,726,185원, 16,168,365원 변상할 책임이 있는 것으로 판정"
A411010,"소득세 원천징수액 등 횡령부산광역시 소속기관의 전 분임재무관 및 출납원의 보조자가 소득세 원천징수액 등을 공금예금계좌가 아닌 보통예금계좌로 이체한 후 인출,송금하는 등의 방법으로 17회에 걸쳐 횡령하여, 해당 직원에 대해 변상판정"
A411010,"급여원부상 장애등급 미변경으로 인한 장애연금 과다지급국민연금공단은 장애연금 수급권자의 장애등급 변경사항을 급여원부에 반영하지 않아 과다 지급하게 된 장애연금 4,786,820원이 환수 소멸시효 완성으로 환수하지 못하게 됨으로써 공단에 위 금액만큼 손실 발생"
A411010,"관사 임대차 계약 업무 부당 처리국립경주문화재연구소는 '06. 2월부터 '07. 1월까지 채권보전조치 없이 선순위 근저당권이 설정된 빌라 4채의 관사 임대차계약(179백만 원)을 체결하였으며, '11. 9월 임대인의 채무불이행에 따른 빌라 임의경매로 임차보증금 손해가 발생하여 계약담당자 3명에게 계 32백만 원을 변상하도록 판정"
A411010,"국유재산 대부료 징수업무 부당 처리한국자산관리공사는 국유재산을 대부하면서 이행보증보험증권을 제출받았고, 그 후 대부료 체납으로 이행보증보험금 청구권이 발생하였는데도 소멸시효(2년)가 완성되도록 청구하지 않아 보험금(750만 원)만큼 국가에 손실 발생"
A411010,"관사 임대차계약 업무 부당 처리부산지방기상청이 2010년 관사용 오피스텔 1실을 매매가격 34백만 원보다 높은 40백만 원에 임대차 계약한 결과 계약 만료 후 임차 보증금을 모두 돌려받지 못하게 되어 13,736,450원의 국고손실을 초래함"
A411010,공사 선금급 채권확보 미조치보은군 계약업무 담당자들이 공사 계약에 관한 선금급 보증기간을 연장하지 않아 선금급 회수가 불가능해짐
A411010,계약변경 승인업무 처리 태만진주시 회계과 담당자들이 선금급 보증기관의 동의를 받아 계약상대자 변경승인을 해야 하는데도 이를 하지 않아 보증이 소멸되어 손해 발생
A411010,"선금채권 확보 미조치기자재 공급계약을 체결한 뒤 계약기간을 연장하는 변경계약을 체결하면서 보험기간이 갱신된 보증서를 미징구하였는데, 계약업체의 부도 등으로 손해가 발생하여 이에 따라 관련자 A은 11,145,828원, B은 18,576,380원, C는 7,430,552원을 각각 변상 책임 존재"
A411010,채권 압류된 공사대금 부당 지급의령군 직원이 공사대금에 대한 채권압류 및 전부명령서를 송달받고도 공사업체에 대금을 지급하였고 이후 소송이 제기되어 압류채권자에게도 대금을 지급하게 되어 의령군에 손해를 끼침
A411010,"공사 선금채권 확보 미조치구미시에서 '12년 1월 ○○와 ""ㄱ 진입도로 개설 공사계약""을 체결한 후 ○○에 선금 15억 원을 지급하였고 변경 계약 체결 시 ○○로부터 보증서를 갱신받지 못해 공사 기성금에 충당하지 못한 1억 1,469만원의 손실을 초래함"
A411010,"공사 선급금 관리와 채권확보 태만한국동서발전(주) 당진화력본부에서 '11년 5월 ○○과 ""태양광발전 전기제어건물 신축공사 계약""을 체결하고, ○○에 선금 6억 6,000만여 원 지급하고 ○○의 부도('11. 9. 7.) 후 적절한 조치를 취하지 않아 2억 3,000만여 원을 추가 부담하게 되어 같은 금액만큼 손실 초래함"
A411010,"공탁금 등 횡령한국토지주택공사 경남지역본부 G는 “ㄱ구역 ◈◈조합”이 '14. 9. 2. 위 공사를 피공탁자로 하여 공탁한 공탁금 350,650,000원의 출급 및 세입처리 업무를 담당하면서 상급자에게는 공탁금 통지서 수령사실을 보고하지 않은 채 '15. 4. 1. 공탁금 출급청구서와 위임장 등에 법인인감을 무단날인한 후, 다음날 자신이 보관하고 있던 인감증명서와 함께 수원지방법원 성남지원에 제출하여 위 공사로 세입처리 하여야 할 351,508,282원(이자 858,282원 포함)을 자신의 계좌로 수령해 횡령, 개인채무 변제 및 생활비 등으로 사용 ※ 위 공사에서는 감사원 감사에서 횡령사실이 적발되자 2015. 10. 5. 위 사람으로부터 135,000,000원을 회수하였고, 같은 해 11. 27. ▣▣주식회사로부터 신원보증보험금 100,000,000원을 수령하여 현재까지 미반환 횡령액은 116,508,282원임"
A411010,관사 임대차계약업무 부당 처리논산경찰서에서 관사를 임차하면서 근저당 설정여부 확인이나 채권보전 조치 없이 임차계약을 체결하였다가 건설사 부도로 위 아파트가 경매되어 손해가 발생
A411010,고용노동부 직원숙소 임차계약 업무 부당 처리고용노동부는 직원숙소를 임차하면서 토지와 건물의 소유자가 달라 이에 대한 적정한 채권보전조치 방안을 검토하지 않다가 위 숙소가 철거 되어 임차보증금 손해가 발생
A411010,근로복지공단 직원숙소 임차계약 업무 부당 처리근로복지공단 직원 숙소를 임차하면서 채권보전방안 등을 제대로 검토하지 않고 임대차계약을 체결하였다가 위 숙소가 경매되어 임차보증금 손해가 발생
A411010,"산업재해자 휴업급여 대위청구 업무처리에 대한 유·무책판정A는 4,348,300원을, I는 2,608,980원을, J는 1,739,320원을 각각 서울교통공사에 변상할 책임이 있다."
A411010,"실험·실습기자재 망실에 대한 유·무책판정C는 668,020원 원을, D는 2,836,510원 원을 각각 서울시립대학교에 추가로 변상할 책임이 있다."
A411010,"선금급 채권확보 조치 태만연천군 소속 직원들이 공사중지 등으로 공사기간이 연장된데 따른 보증기간이 연장된 보증서를 추가로 받지 않았고, 선금에 대한 채권이 확보되지 않은 상태에서 기성대가의 일부만 선금으로 정산함으로써 선금잔액을 반환받지 못하게 되어 연천군에 손해를 끼침"
A411010,"공사 선금급 채권확보 업무 태만횡성군 직원이 선금급 보증 기간이 만료될 때까지 아무런 조치를 취하지 않고, 보증 기간이 만료된 이후에도 연장 보증서를 제출받지 않아 횡성군에 손해를 끼침"
A411010,토지보상금 공탁업무 부당 처리한국수자원공사 직원들이 관련 규정에 위배되게 공탁서의 공탁원인사실란과 관계법령 조항란에 채권압류 사실 등을 기재하지 않아 한국수자원공사에 손해를 끼침
A411010,계약보증금 부당 소멸 처리농어촌공사 전북지역본부 정읍지사 직원이 계약을 포기한 상대방에게 부당하게 보증책임 소멸 확인용 소멸확인원을 발급하여 계약보증금 청구권 소멸함에 따라 손해를 끼침
A411010,선금급 채권확보업무 부당 처리영암군 직원이 공사계약을 체결하고 선금급을 지급한 후 선금급 채권확보조치를 하지 않아 선금급 미환수 금액만큼 영암군에 손해를 끼침
A411010,"물품 구매계약 적격심사 업무 부당 처리물품구매계약 적격심사 업무 수행과 관련하여 발생한 국가의 손해에 대해 당시 관련자 I, J. K. L에게 회계직원책임법 제4조 제1항에 따른 변상책임이 있다고 보기 어려워 무책판정"
A411010,법인 회생채권의 신고업무 태만4대 사회보험료 법인 회생채권 관리 태만으로 발생한 손해 등에 대해 변상판정
A411010,공사 선금 채권확보업무 태만 등공사연장 업무를 하면서 보증기간이 연장된 선금보증서를 징구하지 않아 발생한 손해 등에 대하여 변상명령
A411010,공사 선금급 채권확보 태만공사 선금급 채권확보 태만
A411010,선금급 채권확보업무 태만선금급 채권확보업무 태만
A411010,"협약이행보증금 징구 업무 태만변상판정 대상자들은 협약서 제9조에 따라 협약이행보증금을 제출받도록 되어 있는데도 협약이행보증금을 징구하지 않는 등 업무를 태만히 한 결과 협약이행보증금을 통해 회수할 수 있었던 50,000,000원을 회수할 수 없게 되어 증평군에 같은 금액만큼의 손해를 끼쳤으나 손해 회복을 위해 노력한 점, 평소 예산 절약에 기여한 점 등이 인정되어 회계직원책임법 제5조에 따라 위 변상액에서 각각 100분의 50에 해당하는 금액을 감경하여 E는 15,000,000원을, F, G는 각각 5,000,000씩을 증평군에 변상할 책임이 있음."
A411010,LNG 전용선 수송운임 정산업무 등 부당 처리한국가스공사 직원 6명이 해운사와의 분쟁으로 LNG 전용선 수송운임 정산금을 회수하지 못하고 있는데도 제척기간 내에 대한상사중재원에 중재를 신청하지 않아 채권이 소멸한 데 대해 판정
A411010,국방기술품질원 전투물자센터 전도자금 횡령국방기술품질원 전투물자센터 전도자금 횡령
A411010,"세출예산 등 횡령A는 횡성군에 380,867,470원을 변상할 책임이 있다."
A411010,"협약이행보증보험증권 수납 업무 태만변상판정 대상자들은 공유재산의 매각 및 관리위탁에 관한 이행을 보장받기 위해 협약이행보증보험증권을 수납하면서 지방계약법 시행령 제37조 제2항 제3호에 따라 적법하게 보증보험증권을 발행할 수 있는 기관이 발행한 보증보험증권인지 확인하지 않고 보증보험증권을 발행할 수 없는 ◁◁이 발행한 협약이행보증보험증권을 그대로 수납함으로써 협약이행보증채권을 회수하지 못해 연천군에 손해를 끼쳤으므로 각각 35,000,000원씩 연천군에 변상할 책임이 있음"
A411010,"위탁연구비 지급계좌 변경업무 부당 처리한국전기연구원이 '16. 6월 사기세력에 속아 위탁연구비 475백만 원을 사기세력의 계좌로 송금함에 따라 '18. 4월과 10월에 정당한 채권자에게 위탁연구비와 지연이자 계 522백만 원을 추가로 지급함으로써 손해가 발생한 데 대하여 과학기술정보통신부가 관련자 6명에게 변상을 명령하였고, 이에 관련자 6명이 감사원에 변상판정을 청구한 데 대하여 서면감사를 실시하여 관련자 6명중 중대한 과실이 인정되는 4명에게는 변상판정을, 변상책임이 없는 것으로 판단된 2명에게는 무책판정"
A411010,직원숙소 임대차계약 업무 부당 처리관세평가분류원 직원숙소 업무 담당자 3명이 임대차계약 체결 시 임차보증금의 회수 가능성 검토 및 채권보전조치를 제대로 하지 않은 채 계약을 체결함으로써 임차보증금 전액을 회수하지 못하게 되어 국가의 재산에 손해를 끼친 것에 대하여 변상판정
